country, year, suicide_no, population, suicide/100K pop, suicide_rate_trend
Panama, 1998, 148.0, 2579433.0, 76.69, Decrease, -6.50
Panama, 1999, 143.0, 2633348.0, 77.63, Increase, 0.94
Panama, 2000, 143.0, 2688510.0, 85.58, Increase, 7.95
Panama, 2001, 162.0, 2742982.0, 86.77, Increase, 1.19
Panama, 2002, 160.0, 2800046.0, 78.94, Decrease, -7.83
Panama, 2003, 195.0, 2858964.0, 97.24, Increase, 18.30
Panama, 2004, 186.0, 2918453.0, 81.76, Decrease, -15.48
Panama, 2005, 172.0, 2977595.0, 77.81, Decrease, -3.95
Panama, 2006, 185.0, 3037959.0, 91.63, Increase, 13.82
Panama, 2007, 171.0, 3097138.0, 71.90, Decrease, -19.73
Panama, 2008, 186.0, 3155636.0, 73.30, Increase, 1.40
Panama, 2009, 177.0, 3214513.0, 68.29, Decrease, -5.01
Panama, 2010, 151.0, 3274415.0, 64.00, Decrease, -4.29
Panama, 2011, 144.0, 3334191.0, 62.73, Decrease, -1.27
Panama, 2012, 135.0, 3395244.0, 55.52, Decrease, -7.21
Panama, 2013, 130.0, 3457387.0, 49.31, Decrease, -6.21
Panama, 2014, 147.0, 3520213.0, 55.98, Increase, 6.67
Panama, 2015, 110.0, 3583382.0, 44.90, Decrease, -11.08
Paraguay, 1985, 63.0, 3077314.0, 39.42, N/A, N/A
Paraguay, 1986, 56.0, 3167535.0, 26.76, Decrease, -12.66
Paraguay, 1987, 62.0, 3261975.0, 36.60, Increase, 9.84
Paraguay, 1989, 67.0, 3459176.0, 35.33, Decrease, -1.27
Paraguay, 1990, 99.0, 3560229.0, 45.01, Increase, 9.68
Paraguay, 1991, 75.0, 3662812.0, 27.14, Decrease, -17.87
Paraguay, 1994, 108.0, 3972517.0, 44.46, Increase, 17.32
Paraguay, 1995, 118.0, 4076758.0, 40.33, Decrease, -4.13
Paraguay, 1996, 99.0, 4181422.0, 33.46, Decrease, -6.87
Paraguay, 1997, 126.0, 4284973.0, 35.58, Increase, 2.12
Paraguay, 1998, 138.0, 4388094.0, 48.55, Increase, 12.97
Paraguay, 1999, 161.0, 4492220.0, 44.42, Decrease, -4.13
Paraguay, 2000, 154.0, 4598158.0, 42.78, Decrease, -1.64
Paraguay, 2001, 152.0, 4701314.0, 56.52, Increase, 13.74
Paraguay, 2002, 177.0, 4809921.0, 43.45, Decrease, -13.07
Paraguay, 2003, 174.0, 4920489.0, 51.35, Increase, 7.90
Paraguay, 2004, 234.0, 5027301.0, 65.44, Increase, 14.09
Paraguay, 2005, 239.0, 5126457.0, 62.81, Decrease, -2.63
Paraguay, 2006, 251.0, 5223460.0, 65.57, Increase, 2.76
Paraguay, 2007, 227.0, 5307169.0, 62.51, Decrease, -3.06
Paraguay, 2008, 222.0, 5382169.0, 58.32, Decrease, -4.19
Paraguay, 2009, 283.0, 5456220.0, 67.33, Increase, 9.01
Paraguay, 2010, 223.0, 5534703.0, 54.56, Decrease, -12.77
Paraguay, 2011, 298.0, 5610499.0, 67.83, Increase, 13.27
Paraguay, 2012, 275.0, 5695283.0, 63.30, Decrease, -4.53
Paraguay, 2013, 323.0, 5786207.0, 75.39, Increase, 12.09
Paraguay, 2014, 379.0, 5877594.0, 72.15, Decrease, -3.24
Philippines, 1992, 347.0, 5.5304688E7, 9.81, N/A, N/A
Philippines, 1993, 846.0, 5.6781568E7, 21.97, Increase, 12.16
Philippines, 1997, 814.0, 6.2772696E7, 20.24, Decrease, -1.73
Philippines, 1998, 883.0, 6.4252612E7, 22.05, Increase, 1.81
Philippines, 1999, 1043.0, 6.57402E7, 24.88, Increase, 2.83
Philippines, 2000, 1403.0, 6.7243472E7, 32.21, Increase, 7.33
Philippines, 2001, 1204.0, 6.8738096E7, 27.08, Decrease, -5.13
Philippines, 2002, 1301.0, 7.0256448E7, 28.54, Increase, 1.46
Philippines, 2003, 1544.0, 7.1781496E7, 33.41, Increase, 4.87
Philippines, 2006, 1788.0, 7.6435752E7, 36.66, Increase, 3.25
Philippines, 2007, 1698.0, 7.8008656E7, 29.17, Decrease, -7.49
Philippines, 2008, 1820.0, 7.9595896E7, 33.05, Increase, 3.88
Philippines, 2009, 2074.0, 8.1193856E7, 34.89, Increase, 1.84
Philippines, 2010, 2116.0, 8.2761E7, 36.96, Increase, 2.07
Philippines, 2011, 2449.0, 8.4201768E7, 44.91, Increase, 7.95
Poland, 1990, 4970.0, 3.51648E7, 172.64, N/A, N/A
Poland, 1991, 5316.0, 3.53963E7, 180.27, Increase, 7.63
Poland, 1992, 5713.0, 3.56054E7, 194.43, Increase, 14.16
Poland, 1993, 5624.0, 3.57926E7, 187.85, Decrease, -6.58
Poland, 1994, 5519.0, 3.596E7, 185.96, Decrease, -1.89
Poland, 1995, 5499.0, 3.61049E7, 181.70, Decrease, -4.26
Poland, 1996, 5446.0, 3.62433E7, 178.21, Decrease, -3.49
Poland, 1999, 5779.0, 3.65752E7, 184.15, Increase, 5.94
Poland, 2000, 5841.0, 3.6233348E7, 191.01, Increase, 6.86
Poland, 2001, 5855.0, 3.6295392E7, 180.65, Decrease, -10.36
Poland, 2002, 5925.0, 3.6347496E7, 183.27, Increase, 2.62
Poland, 2003, 5836.0, 3.6353776E7, 180.15, Decrease, -3.12
Poland, 2004, 6072.0, 3.6371596E7, 187.74, Increase, 7.59
Poland, 2005, 6045.0, 3.637136E7, 186.04, Decrease, -1.70
Poland, 2006, 5805.0, 3.6348232E7, 182.85, Decrease, -3.19
Poland, 2007, 5284.0, 3.6310844E7, 166.47, Decrease, -16.38
Poland, 2008, 5682.0, 3.6262712E7, 177.38, Increase, 10.91
Poland, 2009, 6477.0, 3.6223404E7, 197.10, Increase, 19.72
Poland, 2010, 6357.0, 3.6027792E7, 190.64, Decrease, -6.46
Poland, 2011, 6113.0, 3.600824E7, 183.86, Decrease, -6.78
Poland, 2012, 6368.0, 3.6013448E7, 192.37, Increase, 8.51
Poland, 2013, 6218.0, 3.6023696E7, 187.59, Decrease, -4.78
Poland, 2014, 5934.0, 3.6059628E7, 178.30, Decrease, -9.29
Poland, 2015, 5420.0, 3.6086576E7, 166.99, Decrease, -11.31
Portugal, 1985, 983.0, 9313930.0, 164.82, N/A, N/A
Portugal, 1986, 941.0, 9349248.0, 165.53, Increase, 0.71
Portugal, 1987, 960.0, 9378989.0, 171.33, Increase, 5.80
Portugal, 1988, 819.0, 9400481.0, 137.75, Decrease, -33.58
Portugal, 1989, 747.0, 9415270.0, 130.32, Decrease, -7.43
Portugal, 1990, 870.0, 9420814.0, 150.21, Increase, 19.89
Portugal, 1991, 942.0, 9410507.0, 165.16, Increase, 14.95
Portugal, 1992, 866.0, 9401557.0, 148.30, Decrease, -16.86
Portugal, 1993, 780.0, 9410082.0, 125.83, Decrease, -22.47
Portugal, 1994, 762.0, 9436009.0, 123.82, Decrease, -2.01
Portugal, 1995, 809.0, 9473844.0, 128.93, Increase, 5.11
Portugal, 1996, 653.0, 9515960.0, 115.77, Decrease, -13.16
Portugal, 1997, 628.0, 9564579.0, 102.18, Decrease, -13.59
Portugal, 1998, 556.0, 9617110.0, 87.06, Decrease, -15.12
Portugal, 1999, 545.0, 9671357.0, 89.46, Increase, 2.40
Portugal, 2000, 524.0, 9740085.0, 85.88, Decrease, -3.58
Portugal, 2001, 761.0, 9809536.0, 115.73, Increase, 29.85
Portugal, 2002, 1210.0, 9859832.0, 171.83, Increase, 56.10
Portugal, 2003, 1156.0, 9895009.0, 166.46, Decrease, -5.37
Portugal, 2007, 1020.0, 1.0005713E7, 143.55, Decrease, -22.91
Portugal, 2008, 1038.0, 1.003064E7, 141.02, Decrease, -2.53
Portugal, 2009, 1025.0, 1.0049918E7, 139.70, Decrease, -1.32
Portugal, 2010, 1099.0, 1.0066628E7, 148.84, Increase, 9.14
Portugal, 2011, 1017.0, 1.0062815E7, 127.86, Decrease, -20.98
Portugal, 2012, 1076.0, 1.0029396E7, 139.40, Increase, 11.54
Portugal, 2013, 1052.0, 9985074.0, 132.73, Decrease, -6.67
Portugal, 2014, 1222.0, 9944433.0, 153.89, Increase, 21.16
Puerto Rico, 1985, 269.0, 3082500.0, 154.61, N/A, N/A
Puerto Rico, 1986, 310.0, 3143200.0, 178.23, Increase, 23.62
Puerto Rico, 1987, 272.0, 3189400.0, 143.76, Decrease, -34.47
Puerto Rico, 1988, 314.0, 3235600.0, 161.69, Increase, 17.93
Puerto Rico, 1989, 327.0, 3283800.0, 169.54, Increase, 7.85
Puerto Rico, 1990, 371.0, 3204000.0, 181.58, Increase, 12.04
Puerto Rico, 1991, 355.0, 3237200.0, 184.81, Increase, 3.23
Puerto Rico, 1992, 314.0, 3287900.0, 135.31, Decrease, -49.50
Puerto Rico, 1993, 345.0, 3312472.0, 151.25, Increase, 15.94
Puerto Rico, 1994, 355.0, 3343624.0, 147.28, Decrease, -3.97
Puerto Rico, 1995, 289.0, 3375154.0, 120.87, Decrease, -26.41
Puerto Rico, 1996, 331.0, 3401823.0, 139.81, Increase, 18.94
Puerto Rico, 1997, 273.0, 3432757.0, 99.26, Decrease, -40.55
Puerto Rico, 1998, 321.0, 3464834.0, 131.07, Increase, 31.81
Puerto Rico, 1999, 289.0, 3492721.0, 117.31, Decrease, -13.76
Puerto Rico, 2000, 305.0, 3511947.0, 108.26, Decrease, -9.05
Puerto Rico, 2001, 289.0, 3522212.0, 106.89, Decrease, -1.37
Puerto Rico, 2002, 239.0, 3523951.0, 91.59, Decrease, -15.30
Puerto Rico, 2003, 262.0, 3519026.0, 96.99, Increase, 5.40
Puerto Rico, 2004, 279.0, 3511462.0, 108.95, Increase, 11.96
Puerto Rico, 2005, 289.0, 3504599.0, 105.11, Decrease, -3.84
Puerto Rico, 2006, 265.0, 3499036.0, 95.30, Decrease, -9.81
Puerto Rico, 2007, 271.0, 3493631.0, 93.08, Decrease, -2.22
Puerto Rico, 2008, 300.0, 3488811.0, 107.08, Increase, 14.00
Puerto Rico, 2009, 330.0, 3484474.0, 124.90, Increase, 17.82
Puerto Rico, 2010, 286.0, 3480379.0, 103.84, Decrease, -21.06
Puerto Rico, 2011, 258.0, 3475298.0, 90.55, Decrease, -13.29
Puerto Rico, 2012, 248.0, 3472672.0, 87.10, Decrease, -3.45
Puerto Rico, 2013, 241.0, 3471665.0, 90.59, Increase, 3.49
Puerto Rico, 2014, 220.0, 3470956.0, 77.09, Decrease, -13.50
Puerto Rico, 2015, 226.0, 3469521.0, 85.58, Increase, 8.49
Qatar, 1995, 0.0, 463449.0, 0.00, N/A, N/A
Qatar, 2001, 23.0, 539483.0, 27.30, Increase, 27.30
Qatar, 2004, 21.0, 697191.0, 15.25, Decrease, -12.05
Qatar, 2005, 17.0, 796618.0, 18.80, Increase, 3.55
Qatar, 2006, 29.0, 940090.0, 87.30, Increase, 68.50
Qatar, 2007, 41.0, 1115479.0, 28.61, Decrease, -58.69
Qatar, 2008, 33.0, 1310465.0, 13.55, Decrease, -15.06
Qatar, 2009, 44.0, 1506649.0, 19.90, Increase, 6.35
Qatar, 2010, 47.0, 1689592.0, 12.83, Decrease, -7.07
Qatar, 2011, 50.0, 1854081.0, 18.85, Increase, 6.02
Qatar, 2012, 43.0, 2003149.0, 13.27, Decrease, -5.58
Qatar, 2013, 37.0, 2135349.0, 8.23, Decrease, -5.04
Qatar, 2014, 55.0, 2251682.0, 18.99, Increase, 10.76
Qatar, 2015, 66.0, 2354147.0, 18.84, Decrease, -0.15
Republic of Korea, 1985, 101.0, 1.0605521E7, 17.21, N/A, N/A
Republic of Korea, 1986, 3682.0, 3.66644E7, 146.49, Increase, 129.28
Republic of Korea, 1987, 3474.0, 3.74459E7, 143.70, Decrease, -2.79
Republic of Korea, 1988, 3285.0, 3.8026E7, 127.86, Decrease, -15.84
Republic of Korea, 1989, 2958.0, 3.85271E7, 114.83, Decrease, -13.03
Republic of Korea, 1990, 3028.0, 3.89857E7, 121.54, Increase, 6.71
Republic of Korea, 1991, 3161.0, 3.94648E7, 120.59, Decrease, -0.95
Republic of Korea, 1992, 3076.0, 3.98614E7, 116.40, Decrease, -4.19
Republic of Korea, 1993, 3531.0, 4.0257E7, 127.36, Increase, 10.96
Republic of Korea, 1994, 4133.0, 4.06015E7, 159.76, Increase, 32.40
Republic of Korea, 1995, 4214.0, 4.08915E7, 165.50, Increase, 5.74
Republic of Korea, 1996, 4862.0, 4.19031E7, 179.95, Increase, 14.45
Republic of Korea, 1997, 5843.0, 4.2382E7, 216.61, Increase, 36.66
Republic of Korea, 1998, 6032.0, 4.28839E7, 227.08, Increase, 10.47
Republic of Korea, 1999, 8557.0, 4.34001E7, 301.93, Increase, 74.85
Republic of Korea, 2000, 7044.0, 4.38669E7, 256.57, Decrease, -45.36
Republic of Korea, 2001, 6448.0, 4.4327408E7, 248.73, Decrease, -7.84
Republic of Korea, 2002, 6908.0, 4.4764396E7, 273.44, Increase, 24.71
Republic of Korea, 2003, 8613.0, 4.5140232E7, 361.09, Increase, 87.65
Republic of Korea, 2004, 10908.0, 4.5453296E7, 454.41, Increase, 93.32
Republic of Korea, 2005, 11490.0, 4.5771088E7, 469.64, Increase, 15.23
Republic of Korea, 2006, 12005.0, 4.6076688E7, 478.89, Increase, 9.25
Republic of Korea, 2007, 10671.0, 4.6324236E7, 421.03, Decrease, -57.86
Republic of Korea, 2008, 12170.0, 4.658752E7, 466.47, Increase, 45.44
Republic of Korea, 2009, 12890.0, 4.6870072E7, 453.39, Decrease, -13.08
Republic of Korea, 2010, 15382.0, 4.7120756E7, 518.96, Increase, 65.57
Republic of Korea, 2011, 15553.0, 4.7342656E7, 518.10, Decrease, -0.86
Republic of Korea, 2012, 15898.0, 4.7590776E7, 514.82, Decrease, -3.28
Republic of Korea, 2013, 14148.0, 4.7846776E7, 442.91, Decrease, -71.91
Republic of Korea, 2014, 14422.0, 4.807732E7, 428.44, Decrease, -14.47
Republic of Korea, 2015, 13832.0, 4.8297624E7, 385.31, Decrease, -43.13
Romania, 1989, 13499.0, 4.7520772E7, 388.94, N/A, N/A
Romania, 1990, 2531.0, 2.12881E7, 157.88, Decrease, -231.06
Romania, 1991, 2074.0, 2.13398E7, 125.66, Decrease, -32.22
Romania, 1992, 2161.0, 2.13966E7, 133.41, Increase, 7.75
Romania, 1993, 2652.0, 2.11866E7, 164.30, Increase, 30.89
Romania, 1994, 2781.0, 2.12657E7, 162.49, Decrease, -1.81
Romania, 1995, 2876.0, 2.13423E7, 172.16, Increase, 9.67
Romania, 1996, 2795.0, 2.13263E7, 156.32, Decrease, -15.84
Romania, 1997, 2831.0, 2.13068E7, 160.21, Increase, 3.89
Romania, 1998, 2858.0, 2.13059E7, 161.55, Increase, 1.34
Romania, 1999, 2858.0, 2.12704E7, 162.60, Increase, 1.05
Romania, 2000, 2726.0, 2.11963E7, 157.72, Decrease, -4.88
Romania, 2001, 2838.0, 2.1187216E7, 159.39, Increase, 1.67
Romania, 2002, 2735.0, 2.1107856E7, 150.35, Decrease, -9.04
Romania, 2003, 3051.0, 2.0571462E7, 172.53, Increase, 22.18
Romania, 2004, 2894.0, 2.0538504E7, 159.80, Decrease, -12.73
Romania, 2005, 2710.0, 2.0491956E7, 150.48, Decrease, -9.32
Romania, 2006, 2602.0, 2.0527412E7, 145.94, Decrease, -4.54
Romania, 2007, 2722.0, 2.0476194E7, 149.25, Increase, 3.31
Romania, 2008, 2434.0, 2.044396E7, 136.43, Decrease, -12.82
Romania, 2009, 2472.0, 2.0405664E7, 140.45, Increase, 4.02
Romania, 2010, 2578.0, 2.0382832E7, 143.28, Increase, 2.83
Romania, 2011, 2769.0, 2.0340646E7, 150.31, Increase, 7.03
Romania, 2012, 2533.0, 2.0284716E7, 138.52, Decrease, -11.79
Romania, 2013, 2493.0, 1.903316E7, 141.86, Increase, 3.34
Romania, 2014, 2407.0, 1.8997968E7, 137.98, Decrease, -3.88
Romania, 2015, 2210.0, 1.8940288E7, 131.13, Decrease, -6.85
Romania, 2016, 2318.0, 1.8888974E7, 141.75, Increase, 10.62
Russian Federation, 1989, 5368.0, 5.635836E7, 141.64, N/A, N/A
Russian Federation, 1990, 38228.0, 1.35743184E8, 401.87, Increase, 260.23
Russian Federation, 1991, 39190.0, 1.36818704E8, 400.50, Decrease, -1.37
Russian Federation, 1992, 39837.0, 1.37856704E8, 401.36, Increase, 0.86
Russian Federation, 1993, 46940.0, 1.38239584E8, 447.08, Increase, 45.72
Russian Federation, 1994, 56815.0, 1.38282E8, 530.28, Increase, 83.20
Russian Federation, 1995, 62058.0, 1.388216E8, 572.71, Increase, 42.43
Russian Federation, 1996, 60465.0, 1.39046992E8, 546.03, Decrease, -26.68
Russian Federation, 1997, 57572.0, 1.38970688E8, 526.30, Decrease, -19.73
Russian Federation, 1998, 54667.0, 1.38768896E8, 506.57, Decrease, -19.73
Russian Federation, 1999, 52150.0, 1.38491296E8, 479.60, Decrease, -26.97
Russian Federation, 2000, 57374.0, 1.38042688E8, 512.97, Increase, 33.37
Russian Federation, 2001, 57032.0, 1.37407792E8, 507.47, Decrease, -5.50
Russian Federation, 2002, 56587.0, 1.36622624E8, 500.63, Decrease, -6.84
Russian Federation, 2003, 54348.0, 1.36731328E8, 480.14, Decrease, -20.49
Russian Federation, 2004, 51223.0, 1.36540144E8, 466.57, Decrease, -13.57
Russian Federation, 2005, 48781.0, 1.36040128E8, 445.18, Decrease, -21.39
Russian Federation, 2006, 45337.0, 1.35113696E8, 417.51, Decrease, -27.67
Russian Federation, 2007, 42617.0, 1.3431208E8, 402.74, Decrease, -14.77
Russian Federation, 2008, 40699.0, 1.3368744E8, 385.19, Decrease, -17.55
Russian Federation, 2009, 37909.0, 1.33311264E8, 366.64, Decrease, -18.55
Russian Federation, 2010, 36585.0, 1.33852584E8, 345.95, Decrease, -20.69
Russian Federation, 2011, 32942.0, 1.33951248E8, 317.13, Decrease, -28.82
Russian Federation, 2012, 30634.0, 1.33772664E8, 298.02, Decrease, -19.11
Russian Federation, 2013, 29015.0, 1.33844992E8, 281.01, Decrease, -17.01
Russian Federation, 2014, 28162.0, 1.34713952E8, 267.97, Decrease, -13.04
Russian Federation, 2015, 26065.0, 1.33892784E8, 256.70, Decrease, -11.27
Saint Kitts and Nevis, 1990, 22990.0, 1.06090576E8, 206.10, N/A, N/A
Saint Kitts and Nevis, 1991, 0.0, 39100.0, 0.00, Decrease, -206.10
Saint Kitts and Nevis, 1992, 0.0, 39100.0, 0.00, Remain, 0.00
Saint Lucia, 1986, 0.0, 77600.0, 0.00, N/A, N/A
Saint Lucia, 1987, 7.0, 109700.0, 73.65, Increase, 73.65
Saint Lucia, 1988, 11.0, 112400.0, 141.02, Increase, 67.37
Saint Lucia, 1989, 10.0, 113117.0, 183.23, Increase, 42.21
Saint Lucia, 1990, 7.0, 118210.0, 81.95, Decrease, -101.28
Saint Lucia, 1991, 3.0, 120685.0, 26.89, Decrease, -55.06
Saint Lucia, 1992, 8.0, 122533.0, 118.81, Increase, 91.92
Saint Lucia, 1993, 8.0, 124219.0, 76.06, Decrease, -42.75
Saint Lucia, 1994, 12.0, 125881.0, 104.63, Increase, 28.57
Saint Lucia, 1995, 4.0, 127712.0, 31.53, Decrease, -73.10
Saint Lucia, 1996, 10.0, 130166.0, 81.51, Increase, 49.98
Saint Lucia, 1997, 7.0, 132383.0, 60.76, Decrease, -20.75
Saint Lucia, 1998, 7.0, 134739.0, 102.93, Increase, 42.17
Saint Lucia, 1999, 10.0, 137144.0, 132.78, Increase, 29.85
Saint Lucia, 2000, 7.0, 139476.0, 66.96, Decrease, -65.82
Saint Lucia, 2001, 15.0, 141635.0, 205.40, Increase, 138.44
Saint Lucia, 2002, 8.0, 143623.0, 65.07, Decrease, -140.33
Saint Lucia, 2003, 12.0, 145527.0, 186.85, Increase, 121.78
Saint Lucia, 2004, 7.0, 147358.0, 114.63, Decrease, -72.22
Saint Lucia, 2005, 9.0, 149184.0, 72.25, Decrease, -42.38
Saint Lucia, 2006, 3.0, 150056.0, 18.74, Decrease, -53.51
Saint Lucia, 2008, 2.0, 150979.0, 17.83, Decrease, -0.91
Saint Lucia, 2009, 3.0, 156588.0, 19.18, Increase, 1.35
Saint Lucia, 2010, 11.0, 158612.0, 69.52, Increase, 50.34
Saint Lucia, 2011, 3.0, 161021.0, 23.93, Decrease, -45.59
Saint Lucia, 2012, 10.0, 162315.0, 66.92, Increase, 42.99
Saint Lucia, 2013, 11.0, 163261.0, 91.41, Increase, 24.49
Saint Lucia, 2014, 13.0, 163974.0, 106.45, Increase, 15.04
Saint Vincent and Grenadines, 1985, 12.0, 157122.0, 79.23, N/A, N/A
Saint Vincent and Grenadines, 1986, 2.0, 90600.0, 32.79, Decrease, -46.44
Saint Vincent and Grenadines, 1987, 0.0, 92006.0, 0.00, Decrease, -32.79
Saint Vincent and Grenadines, 1990, 0.0, 90949.0, 0.00, Remain, 0.00
Saint Vincent and Grenadines, 1995, 6.0, 91707.0, 80.79, Increase, 80.79
Saint Vincent and Grenadines, 1996, 7.0, 95276.0, 85.48, Increase, 4.69
Saint Vincent and Grenadines, 1997, 8.0, 95448.0, 85.13, Decrease, -0.35
Saint Vincent and Grenadines, 1998, 2.0, 95673.0, 21.15, Decrease, -63.98
Saint Vincent and Grenadines, 1999, 11.0, 95932.0, 202.93, Increase, 181.78
Saint Vincent and Grenadines, 2000, 7.0, 96221.0, 75.46, Decrease, -127.47
Saint Vincent and Grenadines, 2001, 3.0, 96468.0, 25.94, Decrease, -49.52
Saint Vincent and Grenadines, 2002, 9.0, 96881.0, 169.89, Increase, 143.95
Saint Vincent and Grenadines, 2003, 6.0, 97349.0, 193.70, Increase, 23.81
Saint Vincent and Grenadines, 2004, 4.0, 97822.0, 50.91, Decrease, -142.79
Saint Vincent and Grenadines, 2005, 8.0, 98245.0, 84.40, Increase, 33.49
Saint Vincent and Grenadines, 2006, 5.0, 98731.0, 43.72, Decrease, -40.68
Saint Vincent and Grenadines, 2007, 8.0, 99015.0, 141.36, Increase, 97.64
Saint Vincent and Grenadines, 2008, 8.0, 99209.0, 73.55, Decrease, -67.81
Saint Vincent and Grenadines, 2009, 4.0, 99358.0, 40.29, Decrease, -33.26
Saint Vincent and Grenadines, 2010, 2.0, 99501.0, 21.22, Decrease, -19.07
Saint Vincent and Grenadines, 2011, 5.0, 99367.0, 54.62, Increase, 33.40
Saint Vincent and Grenadines, 2012, 7.0, 99475.0, 67.14, Increase, 12.52
Saint Vincent and Grenadines, 2013, 7.0, 99712.0, 67.30, Increase, 0.16
Saint Vincent and Grenadines, 2014, 0.0, 100007.0, 0.00, Decrease, -67.30
Saint Vincent and Grenadines, 2015, 4.0, 100297.0, 102.02, Increase, 102.02
San Marino, 1999, 1.0, 68841.0, 6.84, N/A, N/A
San Marino, 2000, 2.0, 25057.0, 64.35, Increase, 57.51
San Marino, 2005, 1.0, 25700.0, 47.26, Decrease, -17.09
Serbia, 1998, 94.0, 1948349.0, 52.10, N/A, N/A
Serbia, 1999, 1487.0, 7164235.0, 312.34, Increase, 260.24
Serbia, 2000, 1560.0, 7146291.0, 342.71, Increase, 30.37
Serbia, 2001, 1521.0, 7129750.0, 319.79, Decrease, -22.92
Serbia, 2002, 1441.0, 7121460.0, 296.93, Decrease, -22.86
Serbia, 2003, 1440.0, 7110575.0, 294.75, Decrease, -2.18
Serbia, 2004, 1362.0, 7082857.0, 268.26, Decrease, -26.49
Serbia, 2005, 1341.0, 7056866.0, 262.03, Decrease, -6.23
Serbia, 2006, 1445.0, 7031248.0, 288.10, Increase, 26.07
Serbia, 2007, 1447.0, 7009200.0, 287.02, Decrease, -1.08
Serbia, 2008, 1336.0, 6986254.0, 255.18, Decrease, -31.84
Serbia, 2009, 1281.0, 6965080.0, 241.12, Decrease, -14.06
Serbia, 2010, 1361.0, 6943982.0, 255.93, Increase, 14.81
Serbia, 2011, 1213.0, 6862362.0, 236.31, Decrease, -19.62
Serbia, 2012, 1258.0, 6875581.0, 244.05, Increase, 7.74
Serbia, 2013, 1232.0, 6840317.0, 232.05, Decrease, -12.00
Serbia, 2014, 1201.0, 6811278.0, 218.89, Decrease, -13.16
Serbia, 2015, 1135.0, 6781830.0, 217.39, Decrease, -1.50
